,OpportunityID,NewValue,OldValue,OldNewStage,Event,FieldEvent,Stage,StageLength,days_in_stage,CreatedDate,from_date,EditYear,EditMonth,ModifiedDate,StageChangeDate,stage_prob,AccountCountry
894,0062000000WkPkJ,Closed Deferred,Prospect,"(u'Prospect', u'Closed Deferred')",stage_change,Stage,Closed Deferred,238 days 12:51:00.000000000,238,2014-03-26 00:00:00,2014-03-26 00:00:00,2014,11,2014-11-19,,0,France
895,0062000000bMHFt,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Lost,0 days 11:30:00.000000000,0,2014-12-19 00:00:00,2014-12-19 00:00:00,2014,12,2014-12-19,2015-10-02 00:00:00,0,Canada
896,0062000000bMHFt,Qualified,Prospect,"(u'Prospect', 'Qualified')",stage_change,Stage,Closed Lost,0 days 11:31:00.000000000,0,2014-12-19 00:00:00,2014-12-19 00:00:00,2014,12,2014-12-19,2015-10-02 00:00:00,20,Canada
897,0062000000bMHFt,Closed Lost,Qualified,"(u'Qualified', u'Closed Lost')",stage_change,Stage,Closed Lost,287 days 22:16:00.000000000,287,2014-12-19 00:00:00,2014-12-19 00:00:00,2015,10,2015-10-02,2015-10-02 00:00:00,0,Canada
898,0062000000hHAQG,Created,Created,"('Created', 'Created')",opp_created,Created.,Prospect,0 days 15:42:00.000000000,0,2016-01-29 00:00:00,2016-01-29 00:00:00,2016,1,2016-01-29,2016-06-02 00:00:00,0,Canada
899,0062000000hHAQG,Re-Qualify,Prospect,"(u'Prospect', u'Re-Qualify')",stage_change,Stage,Prospect,52 days 13:03:00.000000000,52,2016-01-29 00:00:00,2016-01-29 00:00:00,2016,3,2016-03-21,2016-06-02 00:00:00,0,Canada
900,0062000000hHAQG,Closed Deferred,Re-Qualify,"(u'Re-Qualify', u'Closed Deferred')",stage_change,Stage,Prospect,36 days 10:53:00.000000000,36,2016-01-29 00:00:00,2016-03-21 00:00:00,2016,4,2016-04-26,2016-06-02 00:00:00,0,Canada
901,0062000000hHAQG,Prospect,Closed Deferred,"(u'Closed Deferred', u'Prospect')",stage_change,Stage,Prospect,37 days 10:42:00.000000000,37,2016-01-29 00:00:00,2016-04-26 00:00:00,2016,6,2016-06-02,2016-06-02 00:00:00,10,Canada
902,0062000000aHOLA,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Lost,0 days 11:12:00.000000000,0,2014-10-14 00:00:00,2014-10-14 00:00:00,2014,10,2014-10-14,2015-10-02 00:00:00,0,Canada
903,0062000000aHOLA,Qualified,Prospect,"(u'Prospect', 'Qualified')",stage_change,Stage,Closed Lost,29 days 11:05:00.000000000,29,2014-10-14 00:00:00,2014-10-14 00:00:00,2014,11,2014-11-12,2015-10-02 00:00:00,20,Canada
904,0062000000aHOLA,Buying Process id.,Qualified,"('Qualified', u'Buying Process id.')",stage_change,Stage,Closed Lost,55 days 11:17:00.000000000,55,2014-10-14 00:00:00,2014-11-12 00:00:00,2015,1,2015-01-06,2015-10-02 00:00:00,40,Canada
905,0062000000aHOLA,Short List,Buying Process id.,"(u'Buying Process id.', u'Short List')",stage_change,Stage,Closed Lost,59 days 09:29:00.000000000,59,2014-10-14 00:00:00,2015-01-06 00:00:00,2015,3,2015-03-06,2015-10-02 00:00:00,50,Canada
906,0062000000aHOLA,Closed Lost,Short List,"(u'Short List', u'Closed Lost')",stage_change,Stage,Closed Lost,210 days 22:17:00.000000000,210,2014-10-14 00:00:00,2015-03-06 00:00:00,2015,10,2015-10-02,2015-10-02 00:00:00,0,Canada
907,0062000000gqDyC,Created,Created,"('Created', 'Created')",opp_created,Created.,Closed Won,0 days 03:02:00.000000000,0,2015-12-10 00:00:00,2015-12-10 00:00:00,2015,12,2015-12-10,2016-05-05 00:00:00,0,Netherlands
908,0062000000gqDyC,Chosen Vendor,Short List,"(u'Short List', u'Chosen Vendor')",stage_change,Stage,Closed Won,11 days 08:57:00.000000000,11,2015-12-10 00:00:00,2015-12-10 00:00:00,2015,12,2015-12-21,2016-05-05 00:00:00,70,Netherlands
909,0062000000gqDyC,Negotiation/Review,Chosen Vendor,"(u'Chosen Vendor', u'Negotiation/Review')",stage_change,Stage,Closed Won,101 days 10:00:00.000000000,101,2015-12-10 00:00:00,2015-12-21 00:00:00,2016,3,2016-03-31,2016-05-05 00:00:00,80,Netherlands
911,0062000000gErbD,Created,Created,"('Created', 'Created')",opp_created,Created.,Chosen Vendor,0 days 16:01:00.000000000,0,2015-11-17 00:00:00,2015-11-17 00:00:00,2015,11,2015-11-17,2016-04-01 00:00:00,0,France
912,0062000000gErbD,Short List,Prospect,"(u'Prospect', u'Short List')",stage_change,Stage,Chosen Vendor,77 days 11:02:00.000000000,77,2015-11-17 00:00:00,2015-11-17 00:00:00,2016,2,2016-02-02,2016-04-01 00:00:00,50,France
913,0062000000gErbD,Chosen Vendor,Short List,"(u'Short List', u'Chosen Vendor')",stage_change,Stage,Chosen Vendor,59 days 08:04:00.000000000,59,2015-11-17 00:00:00,2016-02-02 00:00:00,2016,4,2016-04-01,2016-04-01 00:00:00,70,France
914,0062000000cjH0v,Created,Created,"('Created', 'Created')",opp_created,Created.,Closed Deferred,0 days 17:37:00.000000000,0,2015-03-13 00:00:00,2015-03-13 00:00:00,2015,3,2015-03-13,2016-04-28 00:00:00,0,France
915,0062000000cjH0v,Short List,Buying Process id.,"(u'Buying Process id.', u'Short List')",stage_change,Stage,Closed Deferred,193 days 12:31:00.000000000,193,2015-03-13 00:00:00,2015-03-13 00:00:00,2015,9,2015-09-22,2016-04-28 00:00:00,50,France
916,0062000000cjH0v,Chosen Vendor,Short List,"(u'Short List', u'Chosen Vendor')",stage_change,Stage,Closed Deferred,31 days 10:38:00.000000000,31,2015-03-13 00:00:00,2015-09-22 00:00:00,2015,10,2015-10-23,2016-04-28 00:00:00,70,France
917,0062000000cjH0v,Short List,Chosen Vendor,"(u'Chosen Vendor', u'Short List')",stage_change,Stage,Closed Deferred,70 days 06:20:00.000000000,70,2015-03-13 00:00:00,2015-10-23 00:00:00,2016,1,2016-01-01,2016-04-28 00:00:00,50,France
918,0062000000cjH0v,Re-Qualify,Short List,"(u'Short List', u'Re-Qualify')",stage_change,Stage,Closed Deferred,95 days 09:39:00.000000000,95,2015-03-13 00:00:00,2016-01-01 00:00:00,2016,4,2016-04-05,2016-04-28 00:00:00,0,France
919,0062000000cjH0v,Closed Deferred,Re-Qualify,"(u'Re-Qualify', u'Closed Deferred')",stage_change,Stage,Closed Deferred,23 days 09:22:00.000000000,23,2015-03-13 00:00:00,2016-04-05 00:00:00,2016,4,2016-04-28,2016-04-28 00:00:00,0,France
920,0062000000ICi1m,Created,Created,"('Created', 'Created')",opp_created,Created.,Closed Deferred,0 days 10:44:00.000000000,0,2011-03-16 00:00:00,2011-03-16 00:00:00,2011,3,2011-03-16,,0,France
921,0062000000ICi1m,Closed Deferred,Qualified,"('Qualified', u'Closed Deferred')",stage_change,Stage,Closed Deferred,260 days 10:04:00.000000000,260,2011-03-16 00:00:00,2011-03-16 00:00:00,2011,12,2011-12-01,,0,France
922,0062000000cjMWG,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Short List,0 days 05:50:00.000000000,0,2015-03-16 00:00:00,2015-03-16 00:00:00,2015,3,2015-03-16,2016-05-03 00:00:00,0,France
923,0062000000cjMWG,Qualified,Prospect,"(u'Prospect', 'Qualified')",stage_change,Stage,Short List,0 days 05:50:00.000000000,0,2015-03-16 00:00:00,2015-03-16 00:00:00,2015,3,2015-03-16,2016-05-03 00:00:00,20,France
924,0062000000cjMWG,Buying Process id.,Qualified,"(u'Qualified', u'Buying Process id.')",stage_change,Stage,Short List,414 days 16:09:00.000000000,414,2015-03-16 00:00:00,2015-03-16 00:00:00,2016,5,2016-05-03,2016-05-03 00:00:00,40,France
925,0062000000cjMWG,Short List,Buying Process id.,"(u'Buying Process id.', u'Short List')",stage_change,Stage,Short List,0 days 16:27:00.000000000,0,2015-03-16 00:00:00,2016-05-03 00:00:00,2016,5,2016-05-03,2016-05-03 00:00:00,50,France
926,0062000000WkNay,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Deferred,0 days 06:54:00.000000000,0,2014-03-26 00:00:00,2014-03-26 00:00:00,2014,3,2014-03-26,,0,France
927,0062000000WkNay,Qualified,Prospect,"(u'Prospect', 'Qualified')",stage_change,Stage,Closed Deferred,0 days 08:23:00.000000000,0,2014-03-26 00:00:00,2014-03-26 00:00:00,2014,3,2014-03-26,,20,France
928,0062000000WkNay,Prospect,Qualified,"('Qualified', u'Prospect')",stage_change,Stage,Closed Deferred,6 days 07:28:00.000000000,6,2014-03-26 00:00:00,2014-03-26 00:00:00,2014,4,2014-04-01,,10,France
929,0062000000WkNay,Closed Deferred,Prospect,"(u'Prospect', u'Closed Deferred')",stage_change,Stage,Closed Deferred,219 days 12:56:00.000000000,219,2014-03-26 00:00:00,2014-04-01 00:00:00,2014,11,2014-11-06,,0,France
930,0062000000dhE6F,Created,Created,"('Created', 'Created')",opp_created,Created.,Closed Lost,0 days 05:45:00.000000000,0,2015-06-04 00:00:00,2015-06-04 00:00:00,2015,6,2015-06-04,2015-11-17 00:00:00,0,France
931,0062000000dhE6F,Qualified,Buying Process id.,"(u'Buying Process id.', 'Qualified')",stage_change,Stage,Closed Lost,110 days 13:04:00.000000000,110,2015-06-04 00:00:00,2015-06-04 00:00:00,2015,9,2015-09-22,2015-11-17 00:00:00,20,France
932,0062000000dhE6F,Closed Lost,Qualified,"(u'Qualified', u'Closed Lost')",stage_change,Stage,Closed Lost,56 days 16:04:00.000000000,56,2015-06-04 00:00:00,2015-09-22 00:00:00,2015,11,2015-11-17,2015-11-17 00:00:00,0,France
933,0062000000gErcB,Created,Created,"('Created', 'Created')",opp_created,Created.,Closed Deferred,0 days 16:08:00.000000000,0,2015-11-17 00:00:00,2015-11-17 00:00:00,2015,11,2015-11-17,2016-04-28 00:00:00,0,France
934,0062000000gErcB,Re-Qualify,Prospect,"(u'Prospect', u'Re-Qualify')",stage_change,Stage,Closed Deferred,77 days 11:09:00.000000000,77,2015-11-17 00:00:00,2015-11-17 00:00:00,2016,2,2016-02-02,2016-04-28 00:00:00,0,France
935,0062000000gErcB,Closed Deferred,Re-Qualify,"(u'Re-Qualify', u'Closed Deferred')",stage_change,Stage,Closed Deferred,86 days 09:23:00.000000000,86,2015-11-17 00:00:00,2016-02-02 00:00:00,2016,4,2016-04-28,2016-04-28 00:00:00,0,France
936,0062000000YcMjI,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Deferred,0 days 10:58:00.000000000,0,2014-07-14 00:00:00,2014-07-14 00:00:00,2014,7,2014-07-14,2015-08-17 00:00:00,0,France
937,0062000000YcMjI,Qualified,Prospect,"(u'Prospect', 'Qualified')",stage_change,Stage,Closed Deferred,0 days 10:59:00.000000000,0,2014-07-14 00:00:00,2014-07-14 00:00:00,2014,7,2014-07-14,2015-08-17 00:00:00,20,France
940,0062000000YcMjI,Short List,Negotiation/Review,"(u'Negotiation/Review', u'Short List')",stage_change,Stage,Closed Deferred,40 days 06:17:00.000000000,40,2014-07-14 00:00:00,2014-12-13 00:00:00,2015,1,2015-01-22,2015-08-17 00:00:00,50,France
942,0062000000YcMjI,Buying Process id.,Negotiation/Review,"(u'Negotiation/Review', u'Buying Process id.')",stage_change,Stage,Closed Deferred,32 days 08:05:00.000000000,32,2014-07-14 00:00:00,2015-02-16 00:00:00,2015,3,2015-03-20,2015-08-17 00:00:00,40,France
943,0062000000YcMjI,Closed Deferred,Buying Process id.,"(u'Buying Process id.', u'Closed Deferred')",stage_change,Stage,Closed Deferred,150 days 08:16:00.000000000,150,2014-07-14 00:00:00,2015-03-20 00:00:00,2015,8,2015-08-17,2015-08-17 00:00:00,0,France
944,0062000000YaYvG,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Lost,0 days 11:21:00.000000000,0,2014-07-02 00:00:00,2014-07-02 00:00:00,2014,7,2014-07-02,2015-11-18 00:00:00,0,United States
945,0062000000YaYvG,Qualified,Prospect,"(u'Prospect', 'Qualified')",stage_change,Stage,Closed Lost,49 days 14:47:00.000000000,49,2014-07-02 00:00:00,2014-07-02 00:00:00,2014,8,2014-08-20,2015-11-18 00:00:00,20,United States
946,0062000000YaYvG,Buying Process id.,Qualified,"('Qualified', u'Buying Process id.')",stage_change,Stage,Closed Lost,76 days 12:14:00.000000000,76,2014-07-02 00:00:00,2014-08-20 00:00:00,2014,11,2014-11-04,2015-11-18 00:00:00,40,United States
947,0062000000YaYvG,Short List,Buying Process id.,"(u'Buying Process id.', u'Short List')",stage_change,Stage,Closed Lost,74 days 13:39:00.000000000,74,2014-07-02 00:00:00,2014-11-04 00:00:00,2015,1,2015-01-17,2015-11-18 00:00:00,50,United States
948,0062000000YaYvG,Closed Lost,Short List,"(u'Short List', u'Closed Lost')",stage_change,Stage,Closed Lost,305 days 13:19:00.000000000,305,2014-07-02 00:00:00,2015-01-17 00:00:00,2015,11,2015-11-18,2015-11-18 00:00:00,0,United States
949,0062000000SRN69,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Won,0 days 07:58:00.000000000,0,2013-03-16 00:00:00,2013-03-16 00:00:00,2013,3,2013-03-16,,0,United States
950,0062000000SRN69,Short List,Prospect,"(u'Prospect', u'Short List')",stage_change,Stage,Closed Won,0 days 08:00:00.000000000,0,2013-03-16 00:00:00,2013-03-16 00:00:00,2013,3,2013-03-16,,50,United States
952,0062000000SRN69,Short List,Negotiation/Review,"(u'Negotiation/Review', u'Short List')",stage_change,Stage,Closed Won,39 days 17:18:00.000000000,39,2013-03-16 00:00:00,2013-09-24 00:00:00,2013,11,2013-11-02,,50,United States
955,0062000000efzip,Created,Created,"('Created', 'Created')",opp_created,Created.,Closed Deferred,0 days 14:09:00.000000000,0,2015-07-23 00:00:00,2015-07-23 00:00:00,2015,7,2015-07-23,2016-04-20 00:00:00,0,United States
956,0062000000efzip,Prospect,Qualified,"(u'Qualified', u'Prospect')",stage_change,Stage,Closed Deferred,96 days 17:34:00.000000000,96,2015-07-23 00:00:00,2015-07-23 00:00:00,2015,10,2015-10-27,2016-04-20 00:00:00,10,United States
957,0062000000efzip,Re-Qualify,Prospect,"(u'Prospect', u'Re-Qualify')",stage_change,Stage,Closed Deferred,10 days 13:00:00.000000000,10,2015-07-23 00:00:00,2015-10-27 00:00:00,2015,11,2015-11-06,2016-04-20 00:00:00,0,United States
958,0062000000efzip,Closed Deferred,Re-Qualify,"(u'Re-Qualify', u'Closed Deferred')",stage_change,Stage,Closed Deferred,166 days 16:47:00.000000000,166,2015-07-23 00:00:00,2015-11-06 00:00:00,2016,4,2016-04-20,2016-04-20 00:00:00,0,United States
959,0062000000fiWio,Created,Created,"('Created', 'Created')",opp_created,Created.,Closed Deferred,0 days 10:54:00.000000000,0,2015-10-27 00:00:00,2015-10-27 00:00:00,2015,10,2015-10-27,2016-01-19 00:00:00,0,United States
960,0062000000fiWio,Closed Deferred,Qualified,"(u'Qualified', u'Closed Deferred')",stage_change,Stage,Closed Deferred,84 days 13:47:00.000000000,84,2015-10-27 00:00:00,2015-10-27 00:00:00,2016,1,2016-01-19,2016-01-19 00:00:00,0,United States
961,0062000000WWih7,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Deferred,0 days 11:18:00.000000000,0,2014-03-18 00:00:00,2014-03-18 00:00:00,2014,3,2014-03-18,,0,United Kingdom
962,0062000000WWih7,Qualified,Prospect,"(u'Prospect', 'Qualified')",stage_change,Stage,Closed Deferred,0 days 11:19:00.000000000,0,2014-03-18 00:00:00,2014-03-18 00:00:00,2014,3,2014-03-18,,20,United Kingdom
963,0062000000WWih7,Closed Deferred,Qualified,"('Qualified', u'Closed Deferred')",stage_change,Stage,Closed Deferred,343 days 11:13:00.000000000,343,2014-03-18 00:00:00,2014-03-18 00:00:00,2015,2,2015-02-24,,0,United Kingdom
964,0062000000WkPxR,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Deferred,0 days 09:31:00.000000000,0,2014-03-26 00:00:00,2014-03-26 00:00:00,2014,3,2014-03-26,,0,United States
965,0062000000WkPxR,Closed Deferred,Prospect,"(u'Prospect', u'Closed Deferred')",stage_change,Stage,Closed Deferred,231 days 11:00:00.000000000,231,2014-03-26 00:00:00,2014-03-26 00:00:00,2014,11,2014-11-12,,0,United States
966,0062000000ZcVUC,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Deferred,0 days 13:23:00.000000000,0,2014-09-13 00:00:00,2014-09-13 00:00:00,2014,9,2014-09-13,2015-09-08 00:00:00,0,United States
967,0062000000ZcVUC,Qualified,Prospect,"(u'Prospect', 'Qualified')",stage_change,Stage,Closed Deferred,33 days 10:53:00.000000000,33,2014-09-13 00:00:00,2014-09-13 00:00:00,2014,10,2014-10-16,2015-09-08 00:00:00,20,United States
968,0062000000ZcVUC,Closed Deferred,Qualified,"('Qualified', u'Closed Deferred')",stage_change,Stage,Closed Deferred,327 days 13:23:00.000000000,327,2014-09-13 00:00:00,2014-10-16 00:00:00,2015,9,2015-09-08,2015-09-08 00:00:00,0,United States
969,0062000000WkPZy,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Deferred,0 days 09:00:00.000000000,0,2014-03-26 00:00:00,2014-03-26 00:00:00,2014,3,2014-03-26,,0,United States
970,0062000000WkPZy,Closed Deferred,Prospect,"(u'Prospect', u'Closed Deferred')",stage_change,Stage,Closed Deferred,86 days 08:55:00.000000000,86,2014-03-26 00:00:00,2014-03-26 00:00:00,2014,6,2014-06-20,,0,United States
971,0062000000ZcVTd,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Lost,0 days 13:17:00.000000000,0,2014-09-13 00:00:00,2014-09-13 00:00:00,2014,9,2014-09-13,,0,United States
972,0062000000ZcVTx,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Lost,0 days 13:21:00.000000000,0,2014-09-13 00:00:00,2014-09-13 00:00:00,2014,9,2014-09-13,,0,United States
973,0062000000ZcVTd,Closed Lost,Prospect,"(u'Prospect', u'Closed Lost')",stage_change,Stage,Closed Lost,13 days 01:03:00.000000000,13,2014-09-13 00:00:00,2014-09-13 00:00:00,2014,9,2014-09-26,,0,United States
974,0062000000ZcVTx,Closed Lost,Prospect,"(u'Prospect', u'Closed Lost')",stage_change,Stage,Closed Lost,13 days 01:03:00.000000000,13,2014-09-13 00:00:00,2014-09-13 00:00:00,2014,9,2014-09-26,,0,United States
975,0062000000chGv8,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Buying Process id.,0 days 13:28:00.000000000,0,2015-03-02 00:00:00,2015-03-02 00:00:00,2015,3,2015-03-02,2016-04-04 00:00:00,0,United States
976,0062000000chGv8,Qualified,Prospect,"(u'Prospect', 'Qualified')",stage_change,Stage,Buying Process id.,112 days 17:16:00.000000000,112,2015-03-02 00:00:00,2015-03-02 00:00:00,2015,6,2015-06-22,2016-04-04 00:00:00,20,United States
977,0062000000chGv8,Buying Process id.,Qualified,"(u'Qualified', u'Buying Process id.')",stage_change,Stage,Buying Process id.,287 days 09:33:00.000000000,287,2015-03-02 00:00:00,2015-06-22 00:00:00,2016,4,2016-04-04,2016-04-04 00:00:00,40,United States
978,0062000000WkMPA,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Qualified,0 days 06:08:00.000000000,0,2014-03-26 00:00:00,2014-03-26 00:00:00,2014,3,2014-03-26,2015-10-14 00:00:00,0,United Kingdom
979,0062000000WkMPA,Buying Process id.,Prospect,"(u'Prospect', u'Buying Process id.')",stage_change,Stage,Qualified,8 days 08:19:00.000000000,8,2014-03-26 00:00:00,2014-03-26 00:00:00,2014,4,2014-04-03,2015-10-14 00:00:00,40,United Kingdom
980,0062000000WkMPA,Qualified,Buying Process id.,"(u'Buying Process id.', u'Qualified')",stage_change,Stage,Qualified,559 days 08:38:00.000000000,559,2014-03-26 00:00:00,2014-04-03 00:00:00,2015,10,2015-10-14,2015-10-14 00:00:00,20,United Kingdom
981,0062000000WkNgX,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Deferred,0 days 07:01:00.000000000,0,2014-03-26 00:00:00,2014-03-26 00:00:00,2014,3,2014-03-26,,0,United States
982,0062000000WkNgX,Qualified,Prospect,"(u'Prospect', 'Qualified')",stage_change,Stage,Closed Deferred,0 days 08:23:00.000000000,0,2014-03-26 00:00:00,2014-03-26 00:00:00,2014,3,2014-03-26,,20,United States
983,0062000000WkNgX,Closed Deferred,Qualified,"('Qualified', u'Closed Deferred')",stage_change,Stage,Closed Deferred,0 days 15:09:00.000000000,0,2014-03-26 00:00:00,2014-03-26 00:00:00,2014,3,2014-03-26,,0,United States
984,0062000000WVoPN,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Won,0 days 18:29:00.000000000,0,2014-03-12 00:00:00,2014-03-12 00:00:00,2014,3,2014-03-12,2016-03-24 00:00:00,0,United States
985,0062000000WVoPN,Buying Process id.,Prospect,"(u'Prospect', u'Buying Process id.')",stage_change,Stage,Closed Won,0 days 18:29:00.000000000,0,2014-03-12 00:00:00,2014-03-12 00:00:00,2014,3,2014-03-12,2016-03-24 00:00:00,40,United States
986,0062000000WVoPN,Short List,Buying Process id.,"(u'Buying Process id.', u'Short List')",stage_change,Stage,Closed Won,296 days 14:11:00.000000000,296,2014-03-12 00:00:00,2014-03-12 00:00:00,2015,1,2015-01-02,2016-03-24 00:00:00,50,United States
987,0062000000WVoPN,Buying Process id.,Short List,"(u'Short List', u'Buying Process id.')",stage_change,Stage,Closed Won,206 days 16:13:00.000000000,206,2014-03-12 00:00:00,2015-01-02 00:00:00,2015,7,2015-07-27,2016-03-24 00:00:00,40,United States
988,0062000000WVoPN,Closed Deferred,Buying Process id.,"(u'Buying Process id.', u'Closed Deferred')",stage_change,Stage,Closed Won,11 days 13:55:00.000000000,11,2014-03-12 00:00:00,2015-07-27 00:00:00,2015,8,2015-08-07,2016-03-24 00:00:00,0,United States
989,0062000000WVoPN,Prospect,Closed Deferred,"(u'Closed Deferred', u'Prospect')",stage_change,Stage,Closed Won,74 days 10:18:00.000000000,74,2014-03-12 00:00:00,2015-08-07 00:00:00,2015,10,2015-10-20,2016-03-24 00:00:00,10,United States
990,0062000000WVoPN,Buying Process id.,Prospect,"(u'Prospect', u'Buying Process id.')",stage_change,Stage,Closed Won,106 days 11:03:00.000000000,106,2014-03-12 00:00:00,2015-10-20 00:00:00,2016,2,2016-02-03,2016-03-24 00:00:00,40,United States
991,0062000000WVoPN,Short List,Buying Process id.,"(u'Buying Process id.', u'Short List')",stage_change,Stage,Closed Won,9 days 10:46:00.000000000,9,2014-03-12 00:00:00,2016-02-03 00:00:00,2016,2,2016-02-12,2016-03-24 00:00:00,50,United States
992,0062000000WVoPN,Chosen Vendor,Short List,"(u'Short List', u'Chosen Vendor')",stage_change,Stage,Closed Won,17 days 11:55:00.000000000,17,2014-03-12 00:00:00,2016-02-12 00:00:00,2016,2,2016-02-29,2016-03-24 00:00:00,70,United States
993,0062000000WVoPN,Negotiation/Review,Chosen Vendor,"(u'Chosen Vendor', u'Negotiation/Review')",stage_change,Stage,Closed Won,3 days 14:52:00.000000000,3,2014-03-12 00:00:00,2016-02-29 00:00:00,2016,3,2016-03-03,2016-03-24 00:00:00,80,United States
995,0062000000hG5Nm,Created,Created,"('Created', 'Created')",opp_created,Created.,Closed Deferred,0 days 13:56:00.000000000,0,2016-01-22 00:00:00,2016-01-22 00:00:00,2016,1,2016-01-22,2016-06-01 00:00:00,0,United States
996,0062000000hG5Nm,Qualified,Prospect,"(u'Prospect', u'Qualified')",stage_change,Stage,Closed Deferred,28 days 09:38:00.000000000,28,2016-01-22 00:00:00,2016-01-22 00:00:00,2016,2,2016-02-19,2016-06-01 00:00:00,20,United States
997,0062000000hG5Nm,Closed Deferred,Qualified,"(u'Qualified', u'Closed Deferred')",stage_change,Stage,Closed Deferred,104 days 11:26:00.000000000,104,2016-01-22 00:00:00,2016-02-18 00:00:00,2016,6,2016-06-01,2016-06-01 00:00:00,0,United States
998,0062000000i0ovc,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Qualified,0 days 12:12:00.000000000,0,2016-04-06 00:00:00,2016-04-06 00:00:00,2016,4,2016-04-06,2016-04-06 00:00:00,0,United States
999,0062000000i0ovc,Qualified,Prospect,"(u'Prospect', u'Qualified')",stage_change,Stage,Qualified,0 days 13:54:00.000000000,0,2016-04-06 00:00:00,2016-04-06 00:00:00,2016,4,2016-04-06,2016-04-06 00:00:00,20,United States
1000,0062000000c1I6X,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Short List,0 days 11:49:00.000000000,0,2015-01-28 00:00:00,2015-01-28 00:00:00,2015,1,2015-01-28,2016-05-03 00:00:00,0,France
1001,0062000000c1I6X,Buying Process id.,Prospect,"(u'Prospect', u'Buying Process id.')",stage_change,Stage,Short List,79 days 03:17:00.000000000,79,2015-01-28 00:00:00,2015-01-28 00:00:00,2015,4,2015-04-17,2016-05-03 00:00:00,40,France
1002,0062000000c1I6X,Qualified,Buying Process id.,"(u'Buying Process id.', u'Qualified')",stage_change,Stage,Short List,291 days 11:13:00.000000000,291,2015-01-28 00:00:00,2015-04-17 00:00:00,2016,2,2016-02-02,2016-05-03 00:00:00,20,France
1003,0062000000c1I6X,Buying Process id.,Qualified,"(u'Qualified', u'Buying Process id.')",stage_change,Stage,Short List,31 days 14:08:00.000000000,31,2015-01-28 00:00:00,2016-02-02 00:00:00,2016,3,2016-03-04,2016-05-03 00:00:00,40,France
1004,0062000000c1I6X,Short List,Buying Process id.,"(u'Buying Process id.', u'Short List')",stage_change,Stage,Short List,60 days 15:28:00.000000000,60,2015-01-28 00:00:00,2016-03-04 00:00:00,2016,5,2016-05-03,2016-05-03 00:00:00,50,France
1005,0062000000Xvi0e,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Deferred,0 days 14:43:00.000000000,0,2014-05-28 00:00:00,2014-05-28 00:00:00,2014,5,2014-05-28,,0,United States
1006,0062000000Xvi0e,Qualified,Prospect,"(u'Prospect', 'Qualified')",stage_change,Stage,Closed Deferred,141 days 10:52:00.000000000,141,2014-05-28 00:00:00,2014-05-28 00:00:00,2014,10,2014-10-16,,20,United States
1007,0062000000Xvi0e,Closed Deferred,Qualified,"('Qualified', u'Closed Deferred')",stage_change,Stage,Closed Deferred,249 days 17:26:00.000000000,249,2014-05-28 00:00:00,2014-10-16 00:00:00,2015,6,2015-06-22,,0,United States
1008,0062000000ddij0,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Deferred,0 days 11:09:00.000000000,0,2015-05-05 00:00:00,2015-05-05 00:00:00,2015,5,2015-05-05,2016-05-10 00:00:00,0,United States
1009,0062000000ddij0,Buying Process id.,Prospect,"(u'Prospect', u'Buying Process id.')",stage_change,Stage,Closed Deferred,6 days 12:26:00.000000000,6,2015-05-05 00:00:00,2015-05-05 00:00:00,2015,5,2015-05-11,2016-05-10 00:00:00,40,United States
1010,0062000000ddij0,Closed Deferred,Buying Process id.,"(u'Buying Process id.', u'Closed Deferred')",stage_change,Stage,Closed Deferred,365 days 16:03:00.000000000,365,2015-05-05 00:00:00,2015-05-11 00:00:00,2016,5,2016-05-10,2016-05-10 00:00:00,0,United States
1011,0062000000dfdxb,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Won,0 days 12:21:00.000000000,0,2015-05-20 00:00:00,2015-05-20 00:00:00,2015,5,2015-05-20,2015-12-28 00:00:00,0,United States
